id,TARGET_poverty,total_population,total_men,total_women,percent_hispanic,percent_white,percent_black,percent_native,percent_asian,percent_pacific,income_gross,income_per_capita,percent_employ_professional,percent_employ_service,percent_employ_office,percent_employ_construction,percent_employ_production,percent_travel_drive,percent_travel_carpool,percent_travel_walk,percent_travel_other,percent_work_at_home,total_employed,percent_employed_private,percent_employed_public,percent_employed_self,percent_employed_family,percent_unemployment
1503,26.8,6876,3321,3555,16.8,76,5.6,0.1,0.4,0,30604,21515,21.6,19.9,24.5,5.1,28.8,87.2,9.6,1.2,0.4,0.6,2842,80.4,14.1,5.5,0,6.4
1504,14.6,44756,22240,22516,0.8,97.5,0.5,0.2,0.3,0.1,42903,22282,25.1,18.2,20.4,12.9,23.4,82.1,9.7,4.1,0.9,2.8,19756,82,10.5,7.2,0.3,6.4
1505,8.2,3375,1708,1667,1.4,97.4,0,0.1,0.3,0,47163,29723,36.9,15.3,21.5,18.8,7.5,73.4,6.6,5.4,0.4,13.6,1768,71,12.3,16.6,0.2,1.7
1506,8.7,53470,25523,27947,1.5,91.2,2.3,0.3,2.7,0,67382,28549,37,15.2,21.8,7.7,18.4,86.3,5.6,0.9,0.6,6.4,25357,77.7,14.2,7.6,0.4,4.2
1507,19.9,89548,44499,45049,5.8,82.3,5.9,0.4,3.6,0,39360,20263,28.5,20.5,19.6,9.5,21.9,86.5,8.9,1.6,0.4,2.4,36632,75.2,18.8,5.7,0.3,11.6
1508,5.8,12354,6117,6237,1.2,97.1,0.7,0,0.3,0,65170,35662,36.7,14,22.9,11.9,14.5,83.3,7,3.7,0.6,5.3,6295,75.4,15.1,9.5,0,2.9
1509,17.7,144425,71463,72962,5.5,79.6,6.3,0.2,6.2,0.1,59965,33039,47,17.8,20.8,5.2,9.2,68,8.6,9.3,4,4.2,81701,68.9,26.5,4.5,0.1,3.3
1510,16.2,36945,18984,17961,4.5,88.1,4.6,0.3,1.3,0,42148,24629,32,20.1,20.8,11.6,15.5,83.6,7.6,3,1.3,4,16583,79.1,13.2,7.6,0.1,5.7
1511,8.5,704476,351847,352629,21.1,62.8,6.6,0.1,7.1,0,82613,42388,42.3,15.3,24.8,5.9,11.6,77,8,2.8,1.2,6.5,347792,85.7,9.7,4.4,0.3,6.3
1512,19.9,12997,6510,6487,48.6,47.9,0.3,0.8,1.1,0,32380,20534,33.3,23.2,23.5,12.7,7.3,76.8,14.1,2.8,0.9,4.8,4981,68.7,24.2,6.7,0.4,9.5
1513,21.3,23729,11186,12543,3.5,51.9,43.5,0.4,0.2,0,35080,19032,29.8,17.2,21.9,11.5,19.6,85.7,10.1,1.4,0.4,2.2,9079,78.4,15.8,5.7,0.2,14.7
1514,9.2,101920,49914,52006,4.8,90.9,1.1,0.4,1.3,0,55473,27474,29.3,16.8,21.1,10.4,22.5,81.8,9.1,3.6,1.4,3.7,52846,84,10.7,5,0.3,5.3
1515,11.6,54468,26394,28074,1.3,95.1,0.8,0.4,1,0.1,51438,31178,34,20.8,20.7,15.3,9.1,73.6,12.6,5.2,1.4,6.5,26527,72.5,12.6,14.8,0.1,5.7
1516,4.8,3890,1959,1931,0,96.2,0.1,1.2,0.3,0,66806,38721,43.5,8.4,20.4,14.6,13,78.3,7.7,4.4,1.1,8.5,1968,64.6,16,19,0.5,0.8
1517,22.2,51075,25202,25873,12.3,41.1,32.6,7.8,1.3,0.1,41542,18421,29.8,20.7,22,11.6,15.8,85.3,8.8,1.3,1.3,2.6,17168,71.1,24.1,4.7,0,13.1
1518,10.8,1906,854,1052,51,48.8,0.2,0.1,0,0,41813,27893,22.7,20.9,26.9,22,7.5,56.2,14.4,5.7,7.2,16.5,912,57.2,23,19.7,0,4.9
1519,10.9,75391,37173,38218,5.4,72.7,3.5,8.1,1.3,0,55715,25535,32.4,14.5,26.5,12.1,14.6,85,9.8,0.7,1,3.3,34531,81.2,13.1,5.5,0.2,6
1520,12,502586,248919,253667,22.2,69.1,3.4,0.3,2.5,0,68838,34215,38.2,15.8,24.2,10.3,11.5,80.7,10.8,1,1.3,4.9,230258,80.4,11.7,7.8,0.1,6.1
1521,16.3,98665,48887,49778,1.5,93.9,1.5,0.2,1.5,0,47280,25800,33.5,18.5,20.9,11.5,15.6,80,10.7,4,1.4,3.1,43199,76.4,16.7,6.7,0.3,8.2
1522,15.7,22881,11085,11796,2.8,65.8,29.7,0.6,0.3,0,48656,25765,26.1,18.6,20.9,18.3,16.1,87.3,8.2,1,1.8,1.5,9375,81.4,13.9,4.1,0.7,6.9
1523,14.3,4066,2196,1870,24.6,71.8,0,0.5,3.1,0,37654,25585,23.4,22.2,19.4,25.9,9.1,73.3,15.7,3.9,1.7,5.3,2018,66,11.6,21.8,0.6,6.8
1524,48.5,56858,27379,29479,96.4,3.4,0.1,0,0,0,16948,9102,30.1,21.6,24.7,9.2,14.3,89.1,7.1,1.2,1.3,0.3,13660,78.3,17.6,4.1,0,15.2
1525,13.7,36684,17699,18985,22.4,73.9,0.7,0.9,0.7,0,45992,25064,28.6,16.7,28.1,12.4,14.2,82.2,10.5,2,1.4,3.7,17970,79.7,12.9,7.2,0.2,5.5
1526,13.5,40096,19949,20147,7.5,81,8.7,0.6,0.5,0,46673,22692,27.1,19,22.2,14.6,17,83.7,10.4,0.8,0.7,4.1,16849,78.5,13,8.3,0.2,7.9
1527,12.8,12214,6047,6167,1.5,96,0.2,0.2,0.5,0,40622,22328,22.7,14.4,21.2,10.7,31,85.3,7.9,2.7,1.3,2.3,5251,83.7,10.9,5.2,0.2,6.8
1528,22.1,29437,14095,15342,1.9,58.9,20.9,15.7,0.4,0,36755,19243,30.5,21.1,22,13.7,12.7,75.9,19.1,1.9,1.8,0.7,12292,69.3,24.9,5.2,0.6,8.5
1529,16.8,198753,96906,101847,3.2,68.2,24.6,0.3,1.4,0,48219,26569,30.6,21.1,22.5,12.6,13.2,86.1,8.2,1.5,1.8,2.1,90318,80.9,14,5,0.1,6.6
1530,19.5,44909,21200,23709,3.5,57.7,35.8,0.1,0.8,0,41336,24047,35.2,18.6,24.4,8.6,13.3,79.7,14.6,1,2.7,2,18686,75.1,20.2,4.7,0.1,9.3
1531,15.7,4155501,2055464,2100037,30.6,56.3,5.1,1.5,3.9,0.2,58580,30186,37.4,18.1,26.7,8.4,9.5,76.4,10.9,1.5,2.5,6.4,1929015,82.8,11.1,5.9,0.1,6
1532,21.4,8114,3977,4137,1,85.9,0.6,7.1,0.4,0,37428,21534,25.5,24.9,21.3,13.6,14.7,76.2,11.6,4.7,0.7,5,2724,76.3,17.7,5.9,0.1,13.9
1533,13.2,95323,49111,46212,3.1,92.6,0.4,0.9,1.2,0,55553,30293,39.6,18.1,22.3,11.7,8.3,72.5,9.1,6.3,4.6,6.8,52450,73.2,17.7,8.6,0.4,6.3
1534,17.1,54606,27217,27389,2.7,93.3,1.6,0.1,0.6,0,46969,24339,27.6,20.6,25,9.3,17.5,82.7,10.3,1.8,1.4,3.2,24116,79,16.2,4.4,0.3,9.3
1535,5.8,3874,2038,1836,2.6,94.6,1.1,0.6,0.6,0,57125,32280,31,10,16.6,14.1,28.3,69.1,11.6,7.7,2.6,9,2078,73.9,13.3,11.6,1.1,1.2
1536,21.9,274150,129364,144786,13.2,11.2,67.7,0.2,5.3,0,44106,19498,23.2,21.3,26.9,9.4,19.2,78,12.1,1.4,2.3,3.5,122985,80,14.7,5.2,0.1,10.3
1537,7.4,9439,4901,4538,4.8,70.2,0.1,13.3,2.8,0.6,86019,37935,27,17.2,21.8,24.2,9.8,67.1,9.9,16.1,2.8,3.8,4755,56.9,34.6,7.8,0.7,7.5
1538,11.7,61243,30667,30576,18.2,78.2,1.2,0.7,0.4,0,56897,27208,28.5,15.6,25.1,14,16.8,82.1,10.9,0.8,0.6,5.5,27154,76.9,14.9,8.1,0.1,7.5
1539,15.4,5330,2621,2709,0.4,85.8,0,10.2,0,0,49531,22591,38.9,17.5,23.7,12.4,7.5,74,9,4.6,2.2,8.3,2583,66.4,16.3,15.4,1.9,2.6
1540,19.8,12850,6361,6489,3.9,72.1,0.8,16.4,0.4,0,35252,18858,27,17.9,19.1,22,14,78.6,12.5,3.5,0.6,4.8,4585,78.3,12.1,9.4,0.2,8.7
1541,10.9,155719,77098,78621,13.2,79,5.4,0.2,1.3,0.1,55588,38021,36.9,21.1,25.8,9.5,6.8,77.5,10.1,1.3,2.4,8.4,64614,81.9,11.2,6.7,0.3,6.5
1542,16.3,33046,16834,16212,2.3,91.2,1.3,0.6,2.9,0,50082,25727,34.9,17.4,21.5,10.9,15.3,75.3,9.6,6.6,3.1,5,19007,75.5,18.6,5.6,0.4,3.1
1543,14.8,6498,3230,3268,34.7,64.2,0.2,0.3,0.1,0,35801,25547,31.8,23.2,22.8,13.6,8.6,75.4,9.1,7.2,1.1,6.3,2408,60.4,20.1,17.2,2.4,7.9
1544,19,24292,12031,12261,26.1,68.3,1.5,0.1,1.7,0,41690,28472,28.6,19.9,22.7,18.5,10.3,79.6,11.5,2.9,0.9,5,9464,75.4,12.4,12.2,0.1,6.8
1545,24.1,23064,11314,11750,0.4,97.5,0.5,0.1,1.1,0,35629,19925,36.7,18.5,24.8,11.4,8.7,83.6,9.2,4.8,0.3,1.9,6892,75.3,19.9,4.8,0,9.2
1546,26.3,27164,13154,14010,2.8,58.2,36.7,1.1,0.2,0.1,41443,23471,28,17.7,23,14.7,16.7,86.2,9.6,0.9,0.5,2.1,10301,81.4,15.2,3.3,0.1,10.6
1547,25.1,23992,11498,12494,2.5,59.4,34.9,0.3,1.1,0,37072,20296,28.9,18.1,23.4,10.7,18.9,86.6,6.8,4.3,0.3,2,9877,77.5,17.2,5.2,0.1,9.5
1548,21.1,59558,28531,31027,2,52.2,43.5,0.2,1,0,43198,23141,29.6,17.1,24.2,9.6,19.5,87.4,7.5,0.7,1.6,2.8,24054,78.2,17.6,4.1,0.2,11.4
1549,21.2,32659,19722,12937,57.3,33.1,8.6,0.5,0.2,0,42302,17209,21.3,26.4,22.4,14.5,15.5,81,13.2,2.4,1.5,1.9,10451,70.5,22.7,6.7,0.2,7
1550,26.4,10509,5093,5416,0.2,44.1,54,0.8,0.2,0,35254,21148,29.1,19.5,19.9,18.6,12.9,82.5,8.3,1.6,0.9,6.2,3652,77.2,16.6,5.7,0.5,15.7
1551,11,74012,36594,37418,2.6,93.2,0.5,0.7,2,0,48961,26516,30.4,16.5,22.7,10,20.4,82,8.2,4.1,1.9,3.6,36445,83.5,10.8,5.5,0.2,6.6
1552,21.5,62607,30433,32174,2.4,77.5,17.6,0.1,0.1,0,40492,21591,27.6,16.9,25.7,15,14.8,83.2,10.3,1.6,2.2,2.5,24982,80,12.1,7.6,0.3,8.9
1553,17.5,44855,22316,22539,2.7,94.5,0.7,0.6,0.6,0,50496,25492,29.1,21.9,27,11.1,10.9,82.2,10.5,0.5,1.4,5.2,17136,79.3,11.6,9,0.1,8
1554,33.7,21745,10355,11390,1.3,54.5,40.8,1.3,0.5,0,26036,17264,28.7,18.5,20.1,14.2,18.5,91.1,3.6,1.2,1.1,2.7,6154,75.9,18.9,5.2,0,21.6
1555,23.8,7715,3953,3762,24.4,62.2,7.6,1.9,0.2,0.1,37759,19057,29.4,19.5,17.7,16.1,17.3,81,10.3,2.7,1.3,4.3,3098,65.8,24.5,9.1,0.6,7.1
1556,17.6,84113,41867,42246,8.3,84.5,0.6,2.7,1.2,0.2,47390,23872,35.5,18.2,25.2,9,12.2,76.2,11.1,4.2,2.6,4.3,36989,73.1,20.9,5.9,0.2,6.3
1557,14.6,31470,20786,10684,18.5,66.1,8.6,2.9,1.5,0.7,54083,20974,28.4,28.8,21,10.9,11,80.1,9.8,2.8,0.9,5.8,9052,43.6,47.7,8.2,0.4,7.5
1558,9.7,230601,112641,117960,5.1,59.2,29.3,0.2,3.2,0.1,68620,29703,39.1,15.3,25.2,9.7,10.7,86.5,7,1.4,1.2,3.2,105953,73.1,22.6,4.2,0.1,7.5
1559,17.2,10004,5150,4854,61.4,36.7,1.7,0.2,0,0,45326,20381,23.9,14,18.5,17.1,26.5,73.5,17,3.3,1.7,3.5,4665,77.6,12.5,9.3,0.5,3.6
1560,15.5,22839,11451,11388,17,78.8,0.4,0.6,0.6,0,48447,23361,23.8,18,24.1,14.2,19.9,77.5,14.6,3.4,1.3,3,9679,78.8,13.5,7.7,0,6.1
1561,17.2,20798,10100,10698,37.1,52.3,4.1,2.1,3.2,0,49786,20543,21.6,17.5,20.9,12.7,27.3,81.6,12.3,1.9,1.6,2.5,10025,87.3,7.3,5.2,0.2,7.4
1562,10.6,37306,20005,17301,13.2,79.3,2,0.7,1.5,0.2,60636,29628,32.7,23.2,24.1,9.9,10.1,80.7,9.2,2.5,1.1,6.4,13444,63.9,21,14.7,0.4,9.3
1563,18.3,86443,45052,41391,51.5,42.3,1.8,0.3,2,0.1,56980,20412,23.8,18,18.2,22,18,81.9,11.9,1.5,0.8,3.3,36259,81.7,13.2,5,0.1,7.2
1564,26.1,8927,4387,4540,0.3,97.7,0.1,0.3,0.4,0.1,29086,17864,18,27.2,17.4,20.8,16.6,79.8,8.6,5.6,2.4,3.5,2945,79.7,15.4,4.7,0.2,14.8
1565,8.2,33155,16419,16736,1.4,93.2,3.4,0.3,0.2,0,60454,31160,38.3,13.3,26.4,8.7,13.3,90.1,6.3,0.6,0.4,2.3,16257,79.1,16.2,4.6,0.1,4.6
1566,7.1,267,136,131,24.7,75.3,0,0,0,0,63250,30269,34.3,10.2,13.9,39.2,2.4,88.6,0,7.8,0,3.6,166,72.9,21.1,6,0,5.1
1567,12.1,35408,18500,16908,1.7,88.3,1.6,5.3,0.5,0,58874,26900,31.3,23.1,19.9,9.8,16,82.6,9.5,2,0.8,4.9,16758,72.8,21.1,5.9,0.2,3.9
1568,15.3,48442,23465,24977,6.4,71.4,6.9,8,0.9,0.1,44531,22870,27.7,18.4,24.4,12,17.5,83.1,10.9,1.5,0.8,3,20820,82,12.2,5.6,0.2,6.1
1569,15.1,9290,4711,4579,1.3,96.2,0.2,0.8,0,0,39152,23155,23.9,21.8,23.3,11.2,19.8,84.1,7.6,1.4,0.9,5.5,2971,77.8,12.5,9.4,0.3,12.7
1570,17.7,28509,13814,14695,3.1,92.5,2.1,0.1,0.5,0,43944,23630,30.5,19.1,25.9,9.9,14.7,83.8,9.9,1.2,1.2,3.7,11802,75.4,16.6,7.8,0.1,4.3
1571,13.9,17062,8178,8884,1.5,94.8,1,0.2,0,0.5,44643,21636,22,17.7,22.1,14.6,23.6,82,9,2.3,2.3,4,6734,79.2,11.8,8.3,0.7,6.3
1572,13.3,16176,8085,8091,2.6,89.1,0.4,0.2,0.1,0.2,55411,27866,29.5,17.8,25,11.6,16.2,84.8,7.3,1.4,1.5,4.8,8112,75.3,15.7,8.6,0.4,6.6
1573,10.1,7502,3734,3768,2.8,94.7,1.1,0,0.3,0,50880,26781,23.7,20.1,20.7,15.1,20.5,83.9,7.7,2.7,1.3,3.8,3778,80.7,12.1,7.2,0,6.2
1574,30.5,23011,11267,11744,0.7,97.7,0.3,0.2,0.2,0,30293,18085,35.3,15.9,22.1,13.5,13.2,84.1,9.1,1.6,0.7,3.8,7058,75.3,19.8,4.6,0.3,12.2
1575,31.5,10894,5353,5541,11.5,61.2,23.5,0.7,0.8,0,33125,18233,25.8,16.8,26.7,14.6,16.1,80.9,15.2,1.4,0.3,2.1,4279,74.8,16.1,8.9,0.2,6.3
1576,11.1,77785,38141,39644,5.9,90.3,1.8,0.1,0.7,0,53744,26472,32,15.1,24,12.6,16.3,81.2,8.8,2.8,1.6,5.3,38108,76.2,15.9,7.4,0.5,5.4
1577,15.5,3598,1853,1745,67,30.9,1.7,0,0,0,52181,25238,20.1,10.3,22.5,21.5,25.6,84,10.9,2.6,1.2,1.3,1778,70,18.7,11.1,0.2,2.2
1578,12.4,39393,19653,19740,1.4,93.7,1.9,0.1,0.4,0,50974,23513,26.5,15.9,21.5,9.5,26.6,86.4,7.5,2.1,1.2,2.5,18230,81,13.1,5.9,0,9.1
1579,10.1,77321,38231,39090,4.4,90.2,1.7,0.1,1.5,0,64903,32792,40.4,15.7,22.7,8.7,12.4,85.9,6.5,1.4,0.6,4.6,37136,77,17,5.8,0.2,4.3
1580,17,14151,7323,6828,42.4,52.7,0.8,2.1,0.8,0,40586,24268,31.7,24.6,20.5,13.2,9.9,71.6,13.6,5.8,0.6,7.6,6050,63.5,26.2,10.1,0.2,7.8
1581,28.5,17344,8210,9134,2.4,68.9,26.7,0.1,0,0,32468,18883,24.7,22.8,18.4,9.4,24.7,85.2,9.6,2.5,0.6,1.8,6326,79,16,4.9,0.2,10.7
1582,10,26661,13421,13240,13.2,84.2,0.1,0.1,1.4,0.1,66486,26397,34.6,20.3,24.8,11.2,9,80.5,9.1,1.5,2.2,6.3,12451,79,15.3,5.4,0.2,4.7
1583,17.9,59841,29021,30820,3.3,78.4,14.2,0.5,2.2,0,49266,23608,26,17.3,25.3,17.1,14.2,81,11.3,3.2,1.6,2.8,24871,81.1,12.9,6.1,0,7.3
1584,22.3,40228,21767,18461,25,64,8,0.6,0.9,0.2,39059,18611,21.3,22.2,21.9,20.8,13.8,80.6,13.3,1.9,1.7,2.3,14085,78.2,13.4,8.2,0.1,9
1585,17.1,233558,116334,117224,5.1,83.3,5.6,0.2,3.6,0,48246,25982,34.9,20.7,23.6,8.1,12.7,81.8,8.7,3.8,1,3.7,103944,74.6,19.9,5.3,0.2,7.4
1586,23.5,32854,16082,16772,0.9,96.2,0.6,0,0.1,0,39460,20697,32.2,16.3,19.5,11.2,20.8,83,11.9,2.4,0.9,1.6,13191,76.4,18.2,5,0.3,11.5
1587,22.1,51167,26098,25069,21.9,61.6,14.4,0.1,0.5,0,39595,19420,26.9,22.4,20,15.7,15.1,82.4,13.1,1.9,1.1,1.4,19729,72.9,20.4,6.5,0.2,6.4
1588,21.8,10044,5359,4685,1.5,66,31.9,0.1,0.2,0,34470,20717,32,19.4,20.6,18.2,9.9,91.3,5.7,1,1.5,0.6,3671,67,22.6,10.1,0.4,5.6
1589,11.2,149619,73905,75714,3.5,91.5,2.3,0.3,0.6,0,59479,29245,30.3,17.4,21.2,10.3,20.7,86.3,6.9,1.1,1.1,3.5,69205,87.3,8.7,3.9,0.1,5.9
1590,9.7,21818,10793,11025,2,95.3,0.4,0.2,0.4,0.2,50010,26207,33.1,17.6,20.8,9.8,18.7,80.4,11,2.7,0.6,5.3,11077,73.8,15.9,10,0.3,4.3
1591,21.5,7181,3894,3287,0.3,93.4,5.5,0,0,0,47321,23670,27.9,21.8,23.7,10.4,16.2,80.6,10.9,3.3,0.1,4.6,2919,69.9,21.8,8.3,0,6.9
1592,14.9,6972,3474,3498,0.5,97.7,0.2,0,0.6,0,40533,22321,29.6,24.2,16.1,16,14.3,80.8,12,2.8,0.3,3.9,3052,63.8,31.5,4.7,0,7.6
1593,15.4,105987,53166,52821,1.4,94.4,2.2,0.1,0.3,0,44497,23348,25.4,19.3,22,10.3,23.1,85.2,8.6,2,0.9,2.8,46577,82.9,10.6,6.4,0.1,9
1594,25.5,173798,82005,91793,5.8,56.1,33.9,0.3,1.7,0,41119,23461,37.2,21.4,23,7.7,10.6,84.1,8.5,2.3,1,3,80392,75.8,20,4.1,0.1,12.1
1595,5.5,167319,82784,84535,3.2,89.8,3.3,0.2,1.7,0,90510,39690,44,15.5,22.3,10.6,7.7,85.5,6.9,1.4,0.7,4.7,88335,76.5,18.7,4.8,0,4
1596,23.8,7051,3460,3591,1.2,59.3,37.8,0.3,0.4,0,32500,25140,26.9,14.7,22,13.9,22.4,82.6,10.1,2,1.2,3.7,2580,70.3,20.6,8.2,0.9,8.3
1597,23.2,27442,15008,12434,19.2,62.8,1.8,7.2,2.7,0.1,41287,20809,32.5,31.7,19.9,8.6,7.3,73.7,14.5,3.6,1.9,5.6,8742,56.8,32.9,9.8,0.4,9.5
1598,16.7,3338,2049,1289,9.7,15.5,4.8,37.4,26.1,1.4,66607,31254,16.3,13.6,9.6,15.2,45.3,26.4,5.8,59.2,3.3,5.3,2405,70.9,21,8.1,0.1,2.4
1599,19.6,13498,6402,7096,2.3,71.6,24.3,0.1,0,0.1,44329,23006,33.7,16,22,17,11.3,78.8,10.5,1.4,1.6,7.3,4852,65.1,23.6,10.7,0.7,12.7
1600,18.2,71136,33906,37230,4.7,73.5,2.8,13.1,0.6,0,44688,21974,31,19.3,23.5,12.4,13.8,83.5,8.3,2,2.5,3.4,29366,67.9,25.6,6.3,0.2,6.8
1601,8.4,3048,1572,1476,1.9,94.6,1.4,1.3,0,0,51085,32259,34.2,18.3,18.2,16.5,12.9,71.4,10.2,7.1,1.1,10.2,1554,63.4,18,18.5,0.1,0.7
1602,10.1,5107,2590,2517,2.1,95.4,0.6,0.1,0.6,0,53828,29747,35.1,13.9,18.3,12.6,20.1,73.1,9.7,5.4,0.6,10.9,2631,72.5,11.3,15.8,0.4,2
1603,7.6,2430,1279,1151,5,94.7,0,0,0,0,54559,32743,41.3,11.4,21.5,16.6,9.2,56.4,16.1,8,2.6,16.3,1337,58.6,16.2,25.1,0.1,0.9
1604,12.6,33619,16506,17113,8.8,88.4,0.8,0.1,0.8,0,54271,28332,28,19.1,22.7,10,20.2,82,9.2,1.9,1.9,4.2,16262,82.1,10.5,7.2,0.2,5.7
1605,7.4,3221,1560,1661,4.4,93.5,0.1,1.2,0,0,66845,34414,31.8,17.1,19.2,23.1,8.8,81.1,8.2,4.4,1.4,4.8,1721,71.6,16.6,11.4,0.3,1.8
1606,15.7,18410,9661,8749,1.3,60,35.8,0.1,0.1,0,48962,23259,29.2,18.1,23.6,14.5,14.6,87.6,6.9,0.7,1.8,2.6,7948,70.1,24.1,5.6,0.1,7.2
1607,18.6,533763,256680,277083,2.5,72,20.5,0.2,2,0,43829,25734,35.6,19.2,24.6,6.5,14.1,82.7,8.3,2.4,1.2,3.1,236657,80.8,14.1,5,0.1,9.4
1608,10.9,775860,373886,401974,19.6,72,3.1,0.1,3.4,0,73533,38604,41.2,18.7,22.5,7,10.6,74.2,8.5,3.3,2.4,5.7,397621,82,11.7,6.1,0.2,6
1609,17.3,87895,44252,43643,1.3,93.9,2.3,0.2,1.1,0,45195,23450,29.4,18.7,24.1,12.6,15.1,80.5,8.5,5.3,1.9,3.2,38903,78.4,14.7,6.7,0.2,7.8
1610,24.4,20126,9416,10710,0.3,52.2,44.7,0.1,1.1,0,36326,19004,26.9,17.3,18.5,11.6,25.7,83.6,12.6,0.9,0.9,2,7727,79.1,15.3,5.3,0.3,7.6
1611,18.8,8273,4086,4187,30.8,65.7,1.6,0,0,0,40561,22194,26.9,22.4,22.2,15.4,13.2,80.5,11.3,6.1,0,2,3727,68.1,16.2,14.6,1.1,4.3
1612,18.6,33302,16165,17137,20.9,71.6,2.1,0.2,2,0,42992,24307,30.9,18.5,19.8,11,19.8,78,12.5,3.8,1.5,3.6,17399,74.1,20.2,5.6,0.1,5.8
1613,10.8,20743,10411,10332,2,93.1,0.7,2.1,0.6,0,52941,28073,32.3,21.2,20.5,12.5,13.5,78.9,8.8,3.8,1.1,6.7,9611,72.8,18.1,8.8,0.3,3.7
1614,10.4,23769,11884,11885,1.7,96.2,0.4,0.2,0.6,0,55188,27664,32.4,16.3,23.2,13.4,14.7,76.4,11.1,4.1,1.7,6.4,12424,76.5,13.7,9.4,0.4,4.7
1615,18.3,78962,39089,39873,1.9,91.2,1.5,2.8,0.8,0,42601,22336,27.7,20.7,24.6,11.4,15.7,80.7,8.6,5.6,1.6,3,34265,73.9,19.8,6.1,0.3,8.2
1616,18.6,19337,9714,9623,2.6,93.5,0.1,1.3,0.6,0,35275,22856,30,23.8,21.7,13.5,11,77.7,11,3.6,2.1,4.5,6844,67.6,20,12,0.4,13.1
1617,15.4,2722,1407,1315,4.8,92.5,0.7,0.6,0.7,0.6,40645,20121,31.1,18.5,25.3,14.2,10.9,70.7,15,6.2,0,7.1,1254,68,21.1,10.9,0,2.1
1618,28.6,7420,3435,3985,2.5,54.4,40.8,0,0.5,0,31584,20486,20.5,23.5,26.2,10.6,19.2,76.9,16.6,2.3,0.8,3.3,2954,72.4,18.4,9.2,0,9.1
1619,22.1,5618,2832,2786,1.9,87,0,9.1,0.5,0,39216,25844,35.7,19.4,18.1,11.6,15.2,71.3,8.4,5.5,1.4,13,2652,68.4,14.4,16.5,0.7,3.9
1620,19.4,87748,42886,44862,20.9,61.9,14.9,0.1,1,0,44223,21688,26.8,20.8,22.4,13.3,16.7,82.7,12.6,1.4,1.5,1.6,36182,76.2,17.8,5.9,0,9.1
1621,21.2,98736,47511,51225,5.9,60.7,27.5,0.1,2.5,0.1,39930,23685,32.1,22,23.9,7.9,14.1,80,10,2.5,2,2.4,46331,82.4,13.8,3.7,0.1,8.3
1622,19,22279,10546,11733,6.8,51.1,38.1,0,1.5,0,39064,20700,23,18.5,25.9,14.6,18,82.8,11.5,1,2.4,1.5,9041,79,18.8,2.2,0,12.8
1623,14.2,28540,13864,14676,1.5,71.9,24.7,0.2,0.7,0,55110,26098,33.8,12.4,27.5,11.8,14.4,85,9.8,0.6,0.4,3.8,12241,73.4,20.7,5.9,0,8.7
1624,21.3,69433,33345,36088,3.7,57.3,35.1,0,1.9,0,43597,22091,28.6,16,21.3,8.7,25.4,84.8,9.7,1.3,2.3,1.7,29630,82,13.6,4.3,0.1,8.9
1625,24,4007,1626,2381,2.4,86.6,3.4,0.1,5.8,0,27731,19647,33.7,25.3,23.5,6.5,10.9,92.9,2.8,2.7,0,1.5,1811,81.2,16.4,2.4,0,11.1
1626,21.4,15300,9922,5378,5.4,69.9,21.9,0.7,0.5,0,37460,13485,24.7,29.4,18.6,10,17.3,78.7,10.9,3.3,1.7,4.2,3800,61.3,32.9,5.5,0.2,9.8
1627,21.2,10286,5114,5172,1.7,94.5,1.5,0.6,0,0,36457,19414,18.9,26.1,21.8,13.2,20.2,82.3,10.4,2.4,1.5,3,3829,73.1,19,7.8,0.1,8.6
1628,18.5,74644,38081,36563,27.4,56.3,3.2,1,6.3,0.3,51776,22814,29.3,19.9,24.1,13.8,13,78.3,13.4,1.2,1.4,4.8,27832,67.9,22,9.8,0.4,9.9
1629,20.8,11716,5755,5961,1.4,94.9,1.6,0.1,0,0,34424,19212,19.3,15.8,18.6,15.1,31.1,85.7,11,0.4,0.7,1.8,3907,81.2,12.6,6.3,0,15
1630,15.9,4905,2525,2380,3.2,92.4,0.7,1.5,0.7,0,52075,28840,29.3,16,19.5,16.6,18.6,82.8,8.5,2.4,1.5,4.8,2391,69.6,16.8,13.2,0.5,2.5
1631,15.3,39876,19534,20342,2.9,88,6,0.2,0.6,0,47524,27168,27.8,18.4,23.5,8.9,21.4,82.8,7.3,3,3.2,3.2,19302,83.4,10.7,5.8,0,5.6
1632,11,20495,10282,10213,2,93.9,2,0.4,0.3,0,57591,27655,29.2,18.2,21.8,13.8,17,81.9,12.2,1,0.8,3.5,9661,80.3,13.5,5.5,0.7,3.8
1633,19.6,16751,8356,8395,2.9,93.7,0.4,0.6,0.1,0,34428,20568,26.9,16.7,24.1,17.1,15.3,82,10.7,1.8,1.7,3.8,5646,75.5,12.6,11.8,0,8.3
1634,21.7,7304,3605,3699,81,15.2,0,0.4,3.4,0,32132,16507,33.9,25.7,17.7,16.6,6.1,60.6,12.3,11.3,2.5,11.4,2610,54.9,33.2,11.3,0.6,9.6
1635,19.1,56595,27682,28913,1.3,95.4,1.4,0.2,0.4,0,36927,20338,25.8,17.5,21.9,12.6,22.2,88.4,7.4,0.4,1.1,2.2,21893,79.8,12.6,7.6,0,10
1636,14.7,49043,23921,25122,2.5,92.9,1.5,0.1,0.9,0,49514,24228,33.3,20.3,23.7,9,13.7,74.8,11.9,6.8,0.9,4.8,24080,72.7,20.6,6.5,0.2,6.1
